Location,Name,People_reached,Posts_edited,Upvotes,answer_votes,downvotes,helpful_tags,question_vote,this_month,user_id,votes_cast
Not Available,Niko Pancetta,0,0,,,,0,,,23393241.0,0
Not Available,bstamour,577k,0,,,,0,,,154744.0,265
"Milwaukee WI, WI, USA",Optiq,464k,1,,,,3,,,1850272.0,261
USA,Margorp13,1k,0,,,,0,,,13939217.0,27
Not Available,Al Masum,2k,0,,,,0,,,9155715.0,2
Not Available,Meghana Mekala,139,0,,,,0,,,23012035.0,0
"Munich, Germany",Tikhonov Aleksandr,845k,0,,,,6,,,3785970.0,412
Not Available,tinyluc,23,0,,,,0,,,16855942.0,0
Not Available,Shukri Damit,16k,0,,,,0,,,5146518.0,3
Coventry,JeffWaters,80,0,,,,0,,,18263066.0,0
Not Available,SarahAlexa,7k,0,,,,0,,,15963400.0,0
"Barcelona, Spain",Gabriel Guérin,1.1m,0,,,,0,,,12099013.0,87
Not Available,Amarjeet Singh,4k,0,,,,0,,,18180371.0,0
Not Available,GVK,524,0,,,,0,,,22046295.0,0
Not Available,Furkan KARADENİZ,92,0,,,,0,,,23325725.0,0
Not Available,Prakhar Mittal,6,0,,,,0,,,23394045.0,0
Not Available,Nalaka,16k,0,,,,0,,,907019.0,12
India,devsda,632k,2,,,,0,,,1340736.0,334
Not Available,yall21,10,0,,,,0,,,23394067.0,0
France,thisintheway,18k,0,,,,0,,,13618456.0,2
India,Mamta D,1.0m,188,,,,21,,,409265.0,"1,086"
Not Available,noboomboom,1k,0,,,,0,,,14480605.0,0
Not Available,Steven,12,0,,,,0,,,23394063.0,0
Not Available,Andy K,20,0,,,,0,,,23393975.0,0
Not Available,Tjekkles,1.8m,0,,,,0,,,651353.0,71
Not Available,prinks,98,0,,,,0,,,13000305.0,0
Not Available,Raylene,6k,0,,,,0,,,9780504.0,41
Not Available,Ben Duguid,24,0,,,,0,,,23391528.0,0
Not Available,Joe Higgins,22,0,,,,0,,,23392432.0,0
Not Available,sokyo,44,0,,,,0,,,23155952.0,0
Not Available,YoungFlakeSIr,21,0,,,,0,,,23338629.0,0
Not Available,epaeon,44,0,,,,0,,,23390636.0,0
Not Available,Madhava Mahishi,10k,0,,,,0,,,4729473.0,14
Not Available,Diego Ulises,84,0,,,,0,,,23386241.0,0
"Overland Park, KS",radesix,307k,0,,,,0,,,59806.0,163
"Cherkasy, Ukraine",Volodymyr Dybenko,4k,0,,,,0,,,4653702.0,0
Brazil,moreirapontocom,8k,0,,,,0,,,1202416.0,"1,248"
Not Available,Bjorn Behrendt,134k,0,,,,0,,,1640438.0,27
Not Available,AIT SIDI LAHCEN KARIM,311,0,,,,0,,,22272604.0,0
"NYC, NY, USA",Tesuji,238k,0,,,,0,,,10220535.0,9
East Coast USA,gbarnabic,18k,2,,,,0,,,1899661.0,27
Not Available,Teed Ferguson,18k,0,,,,0,,,10719861.0,6
Not Available,themuaz97,29,0,,,,0,,,23364571.0,0
Not Available,Saunok Chakrabarty,1k,0,,,,0,,,16590720.0,5
Turkey,kgok639,85,0,,,,0,,,14814904.0,0
Not Available,user211499,151k,0,,,,0,,,211499.0,2
Not Available,addohm,279k,1,,,,8,,,7806300.0,148
"Sydney NSW, Australia",Dinesh Reddy,265k,0,,,,0,,,3080052.0,15
"Vancouver, B.C",elementmg,20k,0,,,,0,,,14069069.0,23
Regnum Utriusque Siciliae,EnzoR,893k,24,,,,0,,,625111.0,248
Not Available,jkaramazov,52,0,,,,0,,,23391236.0,0
Sri Lanka,kanishka kumarasiri,3k,0,,,,0,,,11719905.0,17
Not Available,Lucas Melnik,50,0,,,,0,,,23393916.0,0
Not Available,Wirawan Purwanto,1.5m,8,,,,0,,,655885.0,55
Not Available,Robert Bernal,0,0,,,,0,,,23393771.0,0
Not Available,Marwan Ashraf,107,0,,,,0,,,19920706.0,0
Not Available,Jawi289p,257,0,,,,0,,,18039130.0,0
"Kochi, Kerala, India",Codingfreaks,2k,0,,,,0,,,11509250.0,0
"Hyderabad, Telangana, India",Gopal S Akshintala,75k,0,,,,0,,,1764648.0,208
Not Available,Moises Herrera,47,0,,,,0,,,23367316.0,0
Not Available,isx,33k,0,,,,0,,,19411679.0,0
"Paris, France",Abdennacer Lachiheb,584k,140,,,,5,,,6325994.0,"1,880"
Australia,DHARA,0,0,,,,0,,,23221703.0,0
"Islamabad, Pakistan",Hamza,298k,0,,,,1,,,12297382.0,117
Brazil,Burgos,956,0,,,,0,,,18779064.0,186
Not Available,sachaamm,18k,0,,,,0,,,5302321.0,42
"Riga , Latvia",Elvin Jafarov,73k,1,,,,20,,,12877988.0,155
"Lagos, Nigeria",Alebiosu Wahab Adewale,15k,0,,,,0,,,12679519.0,2
Not Available,Yiying Wang,57k,0,,,,0,,,4802428.0,16
Not Available,Shaan,75,0,,,,0,,,5901203.0,0
Not Available,hiroga,70k,0,,,,0,,,7869792.0,174
Not Available,kyl,43k,0,,,,3,,,2076625.0,29
Not Available,John Black,0,0,,,,0,,,16201052.0,0
Not Available,Elizabeth Fons,164k,0,,,,0,,,8320781.0,0
Not Available,Halina,35k,0,,,,0,,,7008076.0,4
Not Available,Michael,23k,0,,,,0,,,6722680.0,9
Not Available,EnOnline,29,0,,,,0,,,23363935.0,0
Not Available,user3277807,19k,0,,,,0,,,3277807.0,1
Not Available,Paul Johnecheck,189,0,,,,0,,,7107478.0,1
Not Available,learning_erlang_brown_i,98,0,,,,0,,,23372585.0,1
Not Available,Mohammed sohail,30,0,,,,0,,,23390293.0,0
UK,Pioneer_11,39k,0,,,,1,,,16895246.0,65
Not Available,GoldenBadger,126,0,,,,0,,,23372158.0,1
Not Available,N_ote,2k,0,,,,0,,,18478439.0,8
Not Available,TaliaBill,10,0,,,,0,,,23393856.0,0
Not Available,JulianRB,16,0,,,,0,,,23393735.0,0
.,Richard Onslow Roper,824k,30,,,,13,,,15880865.0,297
Not Available,user2572790,22k,0,,,,0,,,2572790.0,24
Not Available,user2431581,74k,0,,,,0,,,2431581.0,0
Not Available,Shiva Raj Badu,22,0,,,,0,,,16254360.0,0
Not Available,Bhathiya Prasad,26,0,,,,0,,,19574218.0,0
Not Available,RKent,662,0,,,,0,,,10455017.0,0
Not Available,Shervin.bdn,677,0,,,,0,,,17452426.0,10
Not Available,BrianUXA SA,322,0,,,,0,,,20362619.0,0
Not Available,John Philip,5k,0,,,,0,,,11594100.0,13
Not Available,OddlyRandom,72,0,,,,0,,,23235728.0,0
Not Available,justAnewbie,23,0,,,,0,,,23393602.0,0
Not Available,lisamarigondondaw,97,0,,,,0,,,21115718.0,0
"Düsseldorf, Germany",Ranjith Murthy,20k,0,,,,0,,,6152820.0,27
Not Available,user3664250,25k,0,,,,0,,,3664250.0,0
Not Available,BoXiang,7,0,,,,0,,,23391312.0,0
Not Available,Cumulo Nimbus,2.1m,6,,,,8,,,2847302.0,"1,085"
Not Available,Andrew,517,0,,,,0,,,16807633.0,1
Not Available,user23359090,37,0,,,,0,,,23359090.0,0
Not Available,NightElfik,641k,0,,,,0,,,1030376.0,352
Not Available,pteryx,132,0,,,,0,,,16329412.0,0
Not Available,BMET1,271,0,,,,0,,,23317795.0,0
Not Available,Souvikd,2k,0,,,,0,,,19385626.0,0
Not Available,Corey Manshack,28k,0,,,,0,,,4621418.0,3
"Alexandria, VA, USA",Keith Dowd,107k,0,,,,0,,,1810970.0,23
"Hyderabad, Telangana, India",krishnaji,186k,0,,,,0,,,10169036.0,113
Not Available,UndeadDragon,136k,1,,,,2,,,1781448.0,149
Not Available,bangers-and-mash,14k,0,,,,0,,,3061548.0,5
Not Available,Kat,0,0,,,,0,,,23364830.0,0
Not Available,Ren,0,0,,,,0,,,23366203.0,0
Not Available,kachunyu,274,0,,,,0,,,6020774.0,0
Not Available,Lincoln,62,0,,,,0,,,23231644.0,0
Canada,Manny Balboa,114k,0,,,,0,,,1959449.0,9
Not Available,andrellima,223,0,,,,0,,,22813126.0,0
Not Available,H4KV,0,0,,,,0,,,23393763.0,0
"Las Vegas, NV, United States",Micah Zoltu,778k,15,,,,5,,,879046.0,419
"Nottingham, United Kingdom",Alan Shortis,154k,0,,,,0,,,1595279.0,115
Not Available,Llamalectric,58,0,,,,0,,,22837593.0,0
Not Available,Ansa kim,853,0,,,,0,,,17790920.0,1
Not Available,Abdulmohsen,14k,0,,,,0,,,19774589.0,0
Not Available,Vedavathi M,22k,0,,,,0,,,6085820.0,0
Not Available,Yurii10,9k,0,,,,0,,,7230451.0,1
"León, España",Garmael,54k,0,,,,0,,,2458605.0,123
Not Available,justrying,7k,0,,,,0,,,17876685.0,1
"Milwaukee, WI, United States",mrsargent,313k,17,,,,2,,,1757980.0,222
"Vadodara, Gujarat, India",Chaitanya Chauhan,78k,2,,,,0,,,2656795.0,31
Not Available,CleanCoder265,56k,0,,,,3,,,6728026.0,73
Not Available,woowowoow,137,0,,,,0,,,19143805.0,0
Not Available,Sasha T.,0,0,,,,0,,,14065458.0,0
Not Available,Brad Koch,6.6m,533,,,,801,,,425313.0,"5,384"
🇺🇦 Ukraine,Alex Yu,7k,1,,,,0,,,9344019.0,39
Not Available,Navid,9k,0,,,,0,,,9596782.0,2
Not Available,trs-k3tchup,38k,0,,,,0,,,15002499.0,14
France,NicoTine,18k,0,,,,0,,,8661451.0,9
Not Available,Andry,564,0,,,,0,,,8892989.0,0
Not Available,Sergey Sviridov,244,0,,,,0,,,4583514.0,3
Philippines,MuntingInsekto,226k,6,,,,9,,,994537.0,65
Not Available,Hakuna Matata,182k,1,,,,0,,,1353302.0,13
Not Available,Madushan,3k,0,,,,0,,,7801148.0,2
Not Available,xyzhou,6k,0,,,,1,,,11379418.0,1
Not Available,Markje009,222,0,,,,0,,,23120201.0,1
Not Available,hamza malik,1k,0,,,,0,,,14657355.0,0
Not Available,Nabighani,36,0,,,,0,,,23393689.0,0
"Melbourne, Australia",kabammi,79k,0,,,,1,,,2230763.0,19
Not Available,Royal Mail,42,0,,,,0,,,23392918.0,0
Not Available,TheJeff,1.2m,13,,,,2,,,1993937.0,400
Not Available,Varanasi Benares,40k,0,,,,0,,,2779321.0,23
Not Available,NSP,23,0,,,,0,,,23393684.0,0
Not Available,Joe,5k,0,,,,0,,,19652819.0,1
Not Available,Joseph Expo,0,0,,,,0,,,23393053.0,0
UK,uk_butterfly,28k,0,,,,0,,,12320410.0,0
Not Available,xvdiff,141k,0,,,,1,,,3756853.0,65
"Rochester, NY",mcmar,17k,0,,,,1,,,146540.0,84
Not Available,surya sarisa,147,0,,,,0,,,16942720.0,0
Not Available,Camille,0,0,,,,0,,,23393665.0,0
Not Available,Muthu,32k,0,,,,0,,,578183.0,0
Not Available,lordyhas,14k,0,,,,0,,,14639814.0,88
Not Available,Overlord Shado,2k,0,,,,0,,,21513006.0,0
Not Available,Bill Shipley,103,0,,,,0,,,22240675.0,0
Not Available,Yeine,0,0,,,,0,,,21306924.0,0
Not Available,Daniel Tate,228k,20,,,,23,,,1443386.0,255
United States,aronchick,575k,16,,,,0,,,4322.0,573
Not Available,user1709356,32k,0,,,,0,,,1709356.0,2
"Sydney, Australia",zaitsman,503k,48,,,,28,,,2057955.0,"1,710"
Netherlands,Stefan Hendriks,1.5m,0,,,,0,,,214597.0,259
Not Available,Danny,21k,0,,,,3,,,10492521.0,24
Not Available,Dan Castrillo,5k,0,,,,0,,,21922442.0,2
"Cork, Ireland",Jeff,85k,0,,,,0,,,5303092.0,171
Not Available,Lázaro Bertín,69,0,,,,0,,,23254280.0,0
Not Available,Curnell,39,0,,,,0,,,23342969.0,0
Not Available,Umer Farooqui,9k,0,,,,0,,,5667640.0,13
Not Available,Spark,931,0,,,,0,,,19695192.0,10
"London, United Kingdom",Hafiz,238k,1,,,,1,,,1119938.0,37
"Molfetta, BA, Italia",Marco Giuseppe de Pinto,99k,0,,,,0,,,5539313.0,74
"Wellington, New Zealand",gringer,55k,0,,,,0,,,3389895.0,37
Not Available,Ian Milburn,52,0,,,,0,,,22821481.0,0
Not Available,GreenSaiko,433,1,,,,0,,,17665766.0,17
Not Available,tom,143,0,,,,0,,,22419286.0,0
Japan,moto kazi,10k,0,,,,0,,,8477853.0,1
Not Available,Ryan Reid,0,0,,,,0,,,9554109.0,0
"Chennai, India",Palani,360k,0,,,,0,,,232800.0,100
Not Available,Phantom,3k,0,,,,0,,,8648593.0,0
Not Available,Kan Li,413k,0,,,,35,,,875044.0,296
Not Available,JIL,211,0,,,,0,,,23383488.0,0
Not Available,STARKXIV,1k,0,,,,0,,,13738227.0,0
"Troy, MI, United States",SubCoder,5k,0,,,,0,,,5711897.0,2
Not Available,Diken Mhrz,18k,0,,,,0,,,15543809.0,50
Not Available,Fruerlund,0,0,,,,0,,,23393595.0,0
Not Available,superset,8k,0,,,,0,,,12020155.0,0
Not Available,thant zin tun,515,0,,,,0,,,13538589.0,0
Not Available,Ibrahim Kasim,173,0,,,,0,,,23352376.0,0
"New York, NY, United States",Ken,186k,1,,,,1,,,554521.0,69
India,Atharva Joshi,2k,0,,,,0,,,16326623.0,0
Not Available,VaTo,4.2m,23,,,,6,,,4199880.0,356
Connecticut,BigDevJames,185k,0,,,,0,,,2430633.0,131
Not Available,Jovanni Majano,0,0,,,,0,,,23393511.0,0
Not Available,Geonne,31k,0,,,,0,,,469246.0,0
Not Available,henhen,156k,0,,,,0,,,7344314.0,272
Not Available,Aditya Anandan,12,0,,,,0,,,21938202.0,0
"New York, NY, United States",slourenco,1k,0,,,,0,,,7976945.0,0
Not Available,Asad Naveed,243,0,,,,0,,,15653872.0,0
Not Available,samueldelorenzi,148,0,,,,0,,,23304166.0,2
Not Available,gurselturkeri,16k,0,,,,0,,,18021550.0,0
Not Available,Xyffar,25,0,,,,0,,,23393594.0,0
Utah,hazmat,373k,0,,,,0,,,427427.0,60
Not Available,John Doe,3.4m,0,,,,0,,,7461599.0,39
Not Available,angiemarie1,172,0,,,,0,,,23164663.0,0
Not Available,Phil,15,0,,,,0,,,5255356.0,0
Not Available,uLb,69,0,,,,0,,,18952920.0,0
Not Available,Nabel Zaharudin,29,0,,,,0,,,23393607.0,0
UK,ML Ops,2k,0,,,,0,,,22644007.0,0
Not Available,Jes,735,0,,,,0,,,7542233.0,0
Not Available,Brendon,5k,0,,,,0,,,12070795.0,0
Not Available,林田和樹,45,0,,,,0,,,23393613.0,0
"Austin, TX",Dan Loewenherz,3.5m,127,,,,26,,,39155.0,"5,280"
Not Available,deepakchaurasiacoen,244,0,,,,0,,,15711130.0,0
Not Available,Salah El Moataz Billah,76,0,,,,0,,,17322906.0,0
Norway,rlovtang,3.3m,4,,,,0,,,141688.0,529
Not Available,jhony,889,0,,,,0,,,4633938.0,0
Thailand,zHepHirotHz,26k,0,,,,0,,,4705939.0,2
Morocco,Anass,307k,1,,,,1,,,3449943.0,69
Not Available,John Farrelly,760k,7,,,,3,,,1315397.0,772
Not Available,Danil K,614k,0,,,,0,,,515914.0,0
Not Available,defApps,25,0,,,,0,,,23390816.0,0
Not Available,hank,16,0,,,,0,,,23393574.0,0
Not Available,Kevin Ma,5k,0,,,,0,,,4780974.0,0
Not Available,Keshav Sharma,2k,0,,,,0,,,17240613.0,14
"Spokane, MO",Kevin,3.3m,5,,,,0,,,6386.0,161
Not Available,Kaitlyn Hill,0,0,,,,0,,,19846972.0,0
Not Available,user3329518,196,0,,,,0,,,3329518.0,0
Not Available,Jegadeesh,2k,0,,,,0,,,23332423.0,0
Not Available,Chris Carey,6k,0,,,,0,,,4963751.0,0
Not Available,UDOT,838,0,,,,0,,,15256807.0,0
"Toronto, ON, Canada",Ben Shekhtman,71k,0,,,,1,,,16466340.0,39
"IL, USA",emp0001,11k,0,,,,0,,,10119249.0,4
"Mumbai, Maharashtra, India",Rahul Rai,17k,0,,,,0,,,10106565.0,1
"Bristol, United Kingdom",bm1729,229k,1,,,,0,,,1185536.0,250
Not Available,Yara1994,19k,0,,,,0,,,11248638.0,55
"Iowa, USA",vnavs,44k,0,,,,0,,,13527388.0,0
"Rome, Italy",Gabriele.Pe,12k,0,,,,0,,,2429174.0,0
Not Available,user3056186,61k,0,,,,0,,,3056186.0,0
Not Available,i.n.n.m,902k,109,,,,1,,,6626093.0,327
Not Available,vitalii,26,0,,,,0,,,6656113.0,0
Not Available,user21353751,4k,0,,,,0,,,21353751.0,0
Not Available,Zach A,15,0,,,,0,,,21575317.0,0
"Noida, India",buildwithaniket,75,0,,,,0,,,23211389.0,1
Not Available,Mena,372k,1,,,,0,,,5583517.0,214
"Beijing, China",Qiulang,3.0m,1,,,,0,,,301513.0,417
Not Available,TheIronCheek,352k,0,,,,0,,,4978814.0,201
Not Available,Panupong Jindarat,128,0,,,,0,,,23293144.0,0
Not Available,Sahil Kulkarni,0,0,,,,0,,,23393578.0,0
"Sydney NSW, Australia",AnimaSola,1.2m,0,,,,1,,,940257.0,180
Not Available,Shubhrajit Pallob,0,0,,,,0,,,23393507.0,0
Not Available,user23393508,87,0,,,,0,,,23393508.0,0
Not Available,hamdatnoob,242,0,,,,0,,,17770372.0,0
Not Available,Ishan Rattan,610,0,,,,0,,,14410168.0,0
Not Available,nemesis,196k,1,,,,0,,,2757380.0,284
Not Available,Danny Holstein,24k,0,,,,0,,,4168141.0,232
Not Available,B A.J Amar,467,0,,,,0,,,22271956.0,14
New Zealand,JeremyW,27k,0,,,,0,,,1362322.0,6
Not Available,Fernando maciel,71,0,,,,0,,,23294439.0,0
Not Available,Zachary Yabko,24,0,,,,0,,,23392425.0,0
"Houston, TX, USA",Scott Boston,9.8m,755,,,,149,,,6361531.0,"8,520"
Poland,ButcherFromHell,57k,0,,,,0,,,20064731.0,37
Paris,Abdel_91,1k,0,,,,0,,,13186917.0,0
"Baroda, India",Varun,7k,0,,,,0,,,194356.0,0
Not Available,Sergiy Kozyr,7k,0,,,,0,,,4758312.0,8
Paris,funkyfreaka,3k,0,,,,0,,,17891728.0,1
Not Available,SDH123,24,0,,,,0,,,23344038.0,0
Not Available,qaxdxzh3fi,121,0,,,,0,,,23342129.0,0
Not Available,RookieDev,64k,0,,,,0,,,7710603.0,7
Not Available,Felix B.,49k,0,,,,0,,,6662425.0,221
Not Available,Miguel Quintana,39,0,,,,0,,,23393062.0,0
Not Available,amadeus,0,0,,,,0,,,23393128.0,0
Not Available,andrew,1k,0,,,,0,,,17324149.0,0
Not Available,gart,44,0,,,,0,,,23392576.0,0
Not Available,Gábor Héja,23k,4,,,,0,,,460571.0,243
Not Available,orange,125k,0,,,,0,,,7071283.0,16
Not Available,DilithiumMatrix,1.8m,118,,,,45,,,230468.0,"1,375"
Not Available,Lucas W,5k,0,,,,0,,,9932718.0,11
Not Available,DatHFA,51,0,,,,0,,,23357162.0,0
Not Available,Akash Surana,17k,0,,,,0,,,4367016.0,0
"Glasgow, United Kingdom",Grundlefleck,7.0m,18,,,,1,,,4120.0,484
Not Available,Sjors,30k,0,,,,0,,,5718376.0,12
"Atlanta, GA, USA",Patrick L.,3k,0,,,,0,,,5066109.0,2
"Pune, India",Vishal Shah,711k,0,,,,0,,,322522.0,104
France,Emidee,93k,0,,,,0,,,229737.0,339
Not Available,Filipe Ferminiano,1.4m,0,,,,9,,,1934510.0,"1,376"
Not Available,user2309292,8k,0,,,,0,,,2309292.0,0
Not Available,Pongsakorn Lakhornpol,28,0,,,,0,,,23368687.0,0
Not Available,Aaban Saad,822,0,,,,0,,,20150161.0,23
Not Available,LuisM,76,0,,,,0,,,11946943.0,0
"Tehran, Tehran Province, Iran",Mahdi Jedari,36k,3,,,,5,,,5526335.0,43
Not Available,Mark Wekking,35k,0,,,,0,,,9441773.0,20
Not Available,mjohnson777,18k,0,,,,0,,,18121442.0,0
Not Available,F.P,3.4m,35,,,,15,,,204693.0,682
Not Available,Prithvi,2k,0,,,,0,,,4330275.0,0
USA,havij,157k,1,,,,0,,,4625946.0,276
Not Available,Saro,45,0,,,,0,,,23317563.0,0
Not Available,coala,229,0,,,,0,,,21110849.0,0
Not Available,JustNrik,113,0,,,,0,,,10934951.0,0
Not Available,John Doe,5k,0,,,,0,,,10571048.0,4
Not Available,Przemek Wit,27k,0,,,,0,,,10867015.0,5
Not Available,Cadillac DeMille,108,0,,,,0,,,23298607.0,0
Not Available,Riccardo Talevi,161,0,,,,0,,,23288518.0,0
Not Available,Diwakar Paharia,2k,0,,,,0,,,6949556.0,0
"Guadalajara, Jal., México",Saul Martinez,5k,2,,,,0,,,13809664.0,313
Not Available,CarMon,17k,0,,,,0,,,14275977.0,2
Not Available,PhantomNaz9,6k,0,,,,0,,,15589592.0,0
Not Available,Lauren,0,0,,,,0,,,23393495.0,0
"Ottawa, ON, Canada",Jonathan,283k,0,,,,0,,,1120622.0,101
Not Available,user209835,2k,0,,,,0,,,13780612.0,0
"Kirkland, WA, USA",user12679706,12k,0,,,,0,,,12679706.0,0
"Concord, NC",Venkat Ballem,3k,0,,,,0,,,5617087.0,4
Not Available,Rahat,27k,0,,,,0,,,12507904.0,8
Not Available,Adonis Becerra Morales,621,0,,,,0,,,22438747.0,2
Not Available,user3248381,1k,0,,,,0,,,3248381.0,0
Not Available,patmin,8k,0,,,,0,,,6869271.0,30
United States,Dhruvil21_04,200k,8,,,,3,,,8099242.0,"1,520"
Not Available,ST11280709,1k,0,,,,0,,,19939472.0,0
Not Available,Andy Connor,35,0,,,,0,,,23393023.0,0
Not Available,StackMyFlow,5k,0,,,,0,,,2095482.0,2
Not Available,Atindra Mardikar,1k,0,,,,0,,,12573160.0,0
"Angoulême, France",PoloB,935,0,,,,0,,,6020391.0,0
"Prague, Czech Republic",pencilCake,5.4m,0,,,,0,,,136141.0,572
Not Available,user45867,171k,0,,,,0,,,4560685.0,34
Not Available,waffleShirt,571,0,,,,0,,,20837535.0,0
Not Available,learn_to_code1,0,0,,,,0,,,21175898.0,0
Not Available,Malmel,344,0,,,,0,,,22900085.0,1
Not Available,Mastiff,137k,0,,,,0,,,2364295.0,248
Not Available,K.Krishna Raju,4k,0,,,,0,,,14001558.0,0
Not Available,Brian,14,0,,,,0,,,23363779.0,0
Not Available,link_king300,695,0,,,,0,,,17442395.0,0
"Erode, Tamil Nadu, India",R. Elavarasan,430,0,,,,0,,,14332330.0,1
Not Available,pbdiazam,952,0,,,,0,,,16982825.0,0
Not Available,yen,156k,0,,,,0,,,8670745.0,120
Not Available,Hinata,0,0,,,,0,,,23323365.0,0
Not Available,Jarosław Drabek,79k,0,,,,0,,,1002090.0,20
"Philadelphia, PA, USA",ChristianOConnor,85k,1,,,,0,,,13215988.0,89
Not Available,tranch,519,0,,,,0,,,12782654.0,0
Not Available,Arturo,34,0,,,,0,,,20285571.0,0
Not Available,Raymond Tsai,25,0,,,,0,,,23393428.0,0
Not Available,yehor,41,0,,,,0,,,23377209.0,0
Not Available,boolean0011,93,0,,,,0,,,23374281.0,0
Not Available,Ahmed Elkoumi,23,0,,,,0,,,23390012.0,0
Not Available,Mozart,11,0,,,,0,,,23393147.0,0
Not Available,NotThatHappy,13,0,,,,0,,,23393366.0,0
Not Available,RedKitsun,4k,0,,,,0,,,19667113.0,1
Not Available,Stefan Weber,23k,0,,,,0,,,5454452.0,0
Not Available,ddd,800k,0,,,,0,,,3358927.0,138
Not Available,user2385944,8k,0,,,,0,,,2385944.0,0
Not Available,Gene,300,0,,,,0,,,21318569.0,0
Not Available,issou,2k,0,,,,0,,,14681299.0,0
Not Available,Joneph O.,1.4m,0,,,,0,,,279932.0,0
Not Available,user57358,30k,0,,,,0,,,1650310.0,3
Not Available,Papasquant0,37,0,,,,0,,,23393281.0,0
Not Available,igniss.,3k,0,,,,0,,,10404040.0,5
"Zürich, Switzerland",Ondra Žižka,11.7m,506,,,,6,,,145989.0,"1,819"
"Portland, OR",djangofan,13.6m,204,,,,11,,,118228.0,"1,893"
"Shanghai, China",NeilWang,20k,0,,,,0,,,2910008.0,58
Not Available,Jaken,3k,0,,,,0,,,8925628.0,21
Not Available,user2437443,792k,0,,,,0,,,2437443.0,18
Not Available,Fabiano Morra,60,0,,,,0,,,23393378.0,0
Freiburg/Germany,Till K.,5k,0,,,,0,,,7441612.0,21
Not Available,Overlord,184k,1,,,,1,,,2031447.0,146
"Ohio, United States",DarkWyrm,134,0,,,,0,,,11472871.0,0
Not Available,meJustAndrew,6.0m,527,,,,212,,,6357360.0,"2,245"
Not Available,ibda,38k,2,,,,0,,,7981885.0,74
"İstanbul, Turkey",Uğur Yeşilyurt,188k,0,,,,0,,,5585923.0,81
Not Available,YJ C,592,0,,,,0,,,21368381.0,0
Not Available,ryanpeplin,35,0,,,,0,,,23391886.0,0
"Seattle, WA, United States",Benjin,177k,7,,,,1,,,772170.0,21
Not Available,Lik_pole,7,0,,,,0,,,23393351.0,0
"Fort Lauderdale, FL, USA",Bitbang3r,392k,0,,,,0,,,388603.0,41
Not Available,mystic cola,145k,10,,,,4,,,1321751.0,391
"London, United Kingdom",Ragmar,33k,4,,,,7,,,8428459.0,71
"Berlin, Germany",conscience,23k,0,,,,1,,,1407926.0,49
Not Available,hrh233,59,0,,,,0,,,22123364.0,0
Not Available,Maria Luiza Busatto Truijo,0,0,,,,0,,,23393354.0,0
Not Available,Geodude1989,64,0,,,,0,,,16028414.0,0
Not Available,Tristan N,379,0,,,,0,,,13909317.0,27
Not Available,Matt Melester,24,0,,,,0,,,22142072.0,0
Not Available,hughlawson,65,0,,,,0,,,23134798.0,0
Serbia,Lazar Petrovic,7k,0,,,,0,,,13454247.0,2
Not Available,Razine Al,21,0,,,,0,,,23362846.0,0
Not Available,erosej,866,0,,,,0,,,21189679.0,0
Not Available,JPicasso,469,0,,,,0,,,3302543.0,23
Not Available,Dhanush Binu,63,0,,,,0,,,23085496.0,0
Not Available,griffin,263k,0,,,,0,,,171249.0,604
Not Available,Shahar Nacht,3k,0,,,,0,,,4758399.0,36
Switzerland,dlaggy,4k,0,,,,0,,,9439568.0,18
"Suzhou, China",NJUHOBBY,98k,0,,,,0,,,1356189.0,17
Not Available,sophie,244k,1,,,,0,,,777297.0,115
Not Available,JustAGrump,89,0,,,,0,,,5344790.0,1
Not Available,toolier,18,0,,,,0,,,23393301.0,0
Not Available,Sijan Bhandari,569,0,,,,0,,,16811157.0,0
Not Available,NeoX,43,0,,,,0,,,23341397.0,0
Not Available,user23384361,0,0,,,,0,,,23384361.0,0
Not Available,Eclipse,37k,0,,,,0,,,5704309.0,16
"Vienna, Austria",Harry Lime,336k,0,,,,19,,,1978467.0,64
ua,Jack,14k,0,,,,0,,,3102804.0,39
"Zadar, Croatia",Ante,12k,0,,,,0,,,4151151.0,819
Not Available,plex4r,30k,0,,,,0,,,1867176.0,4
Not Available,Henry Chen,10,0,,,,0,,,22732397.0,0
"Berlin, Germany",itinance,1.2m,16,,,,0,,,1397160.0,987
"Mérida, Yucatán, México",HuLu ViCa,513k,11,,,,0,,,6843153.0,408
Switzerland,ora,29k,0,,,,0,,,6672195.0,28
Not Available,ِSHDAAD SHD,57,0,,,,0,,,23345951.0,0
Not Available,Sorcrer,159k,0,,,,0,,,2632764.0,74
Not Available,Philippe,81,0,,,,0,,,23345262.0,0
Not Available,Aiden Pearce,32k,0,,,,0,,,7885733.0,21
Not Available,user2955610,68k,0,,,,0,,,2955610.0,22
Not Available,ColThicccBottom,41,0,,,,0,,,23392431.0,0
Utah,Victor Chelaru,476k,6,,,,0,,,789380.0,"1,537"
Not Available,user3440012,21k,0,,,,0,,,3440012.0,6
Not Available,Steve,28k,0,,,,1,,,138378.0,25
Not Available,Cardboard Box,44,0,,,,0,,,13206926.0,0
"Omaha, NE",Josh,2.4m,1,,,,1,,,107455.0,"1,401"
"Rotterdam, Netherlands",Jurgen Oldenburg,5k,0,,,,0,,,9024690.0,6
Not Available,tlmoore,2k,0,,,,0,,,7435104.0,20
